id_gen,date,scenario,value
28,2025-03-01 00:00:00,2,18.284213962083335
30,2025-03-01 00:00:00,2,12.939597573166665
32,2025-03-01 00:00:00,2,9.28275478075
33,2025-03-01 00:00:00,2,93.06196080701388
37,2025-03-01 00:00:00,2,31.036281135638884
40,2025-03-01 00:00:00,2,17.580974963541667
27,2025-03-01 00:00:00,2,38.06867112105555
39,2025-03-01 00:00:00,2,6.985507385513888
41,2025-03-01 00:00:00,2,17.205914164319445
42,2025-03-01 00:00:00,2,8.62639838211111
45,2025-03-01 00:00:00,2,64.60422266602778
46,2025-03-01 00:00:00,2,49.78932109675
47,2025-03-01 00:00:00,2,19.362513759847225
48,2025-03-01 00:00:00,2,20.018870158486113
49,2025-03-01 00:00:00,2,17.815387963055553
50,2025-03-01 00:00:00,2,26.910612344194444
29,2025-03-01 00:00:00,2,24.574967791666666
31,2025-03-01 00:00:00,2,5.6837674458333325
36,2025-03-01 00:00:00,2,11.133754306944445
35,2025-03-01 00:00:00,2,11.133754306944445
26,2025-03-01 00:00:00,2,18.72297351388889
52,2025-03-01 00:00:00,2,4.243534398611111
23,2025-03-01 00:00:00,2,152.93748166666666
38,2025-03-01 00:00:00,2,31.827964652777776
55,2025-03-01 00:00:00,2,0.0
56,2025-03-01 00:00:00,2,0.0
57,2025-03-01 00:00:00,2,0.0
58,2025-03-01 00:00:00,2,0.0
60,2025-03-01 00:00:00,2,0.0
61,2025-03-01 00:00:00,2,0.0
25,2025-04-01 00:00:00,2,7.402730852527778
34,2025-04-01 00:00:00,2,5.561442467888888
43,2025-04-01 00:00:00,2,87.9684920089722
44,2025-04-01 00:00:00,2,51.10514700222223
59,2025-04-01 00:00:00,2,166.69296478077777
51,2025-04-01 00:00:00,2,57.042362609833326
24,2025-04-01 00:00:00,2,26.20590032570834
28,2025-04-01 00:00:00,2,27.84823195375
30,2025-04-01 00:00:00,2,19.7079795365
32,2025-04-01 00:00:00,2,14.138333145750003
33,2025-04-01 00:00:00,2,141.74036007229168
37,2025-04-01 00:00:00,2,47.27058859841667
40,2025-04-01 00:00:00,2,26.777146109375
27,2025-04-01 00:00:00,2,57.98144704216667
39,2025-04-01 00:00:00,2,10.639452720791668
41,2025-04-01 00:00:00,2,26.20590032570834
42,2025-04-01 00:00:00,2,13.138653024333331
45,2025-04-01 00:00:00,2,98.39708623658335
46,2025-04-01 00:00:00,2,75.83287778175
47,2025-04-01 00:00:00,2,29.490563581791672
48,2025-04-01 00:00:00,2,30.490243703208336
49,2025-04-01 00:00:00,2,27.13417472416667
50,2025-04-01 00:00:00,2,40.98688497808333
29,2025-04-01 00:00:00,2,16.074060847222224
31,2025-04-01 00:00:00,2,5.9852980847222215
36,2025-04-01 00:00:00,2,7.721768708333332
35,2025-04-01 00:00:00,2,7.721768708333332
26,2025-04-01 00:00:00,2,13.367903045833335
52,2025-04-01 00:00:00,2,3.029815555555556
23,2025-04-01 00:00:00,2,60.14180826388889
38,2025-04-01 00:00:00,2,23.533544000000003
55,2025-04-01 00:00:00,2,0.0
56,2025-04-01 00:00:00,2,0.0
57,2025-04-01 00:00:00,2,0.0
58,2025-04-01 00:00:00,2,0.0
60,2025-04-01 00:00:00,2,0.0
61,2025-04-01 00:00:00,2,0.0
25,2025-05-01 00:00:00,2,9.89838539436111
34,2025-05-01 00:00:00,2,7.436350448555555
43,2025-05-01 00:00:00,2,117.62497567613889
44,2025-05-01 00:00:00,2,68.33403114888888
59,2025-05-01 00:00:00,2,222.8895310121111
51,2025-05-01 00:00:00,2,76.27283770883334
24,2025-05-01 00:00:00,2,51.33792355194445
